fid,city,year_built,units
70167,Boston,1956,1
70168,Boston,1925,1
70169,Boston,1920,1
70170,Boston,1905,5
70171,Boston,1866,1
70172,Boston,1935,1
70174,Boston,1900,3
70175,Boston,1929,1
70176,Boston,2007,12
70177,Boston,1900,8
70178,Boston,1899,1
70179,Boston,1915,2
70180,Boston,1920,3
70181,Boston,1930,2
70182,Boston,1910,4
70183,Boston,1968,1
70184,Boston,1992,1
70185,Boston,1905,3
70186,Boston,1960,1
70187,Boston,1899,1
70188,Boston,1930,1
70189,Boston,1976,1
70191,Boston,1905,2
70192,Boston,1920,1
70193,Boston,1915,1
70194,Boston,1925,2
70195,Boston,1910,2
70197,Boston,1910,1
70198,Boston,1930,1
70199,Boston,1915,3
70200,Boston,1920,7
70201,Boston,1905,3
70203,Boston,1953,1
70204,Boston,1955,1
70205,Boston,1935,1
70206,Boston,1954,1
70207,Boston,1937,1
70208,Boston,1927,1
70209,Boston,1900,3
70210,Boston,1900,1
70211,Boston,1925,2
70212,Boston,1905,2
70213,Boston,1899,2
70214,Boston,1955,1
70215,Boston,1918,2
70216,Boston,1910,2
70217,Boston,1914,1
70218,Boston,1915,1
70219,Boston,1957,1
70220,Boston,1925,2
70221,Boston,1905,3
70222,Boston,1915,1
70223,Boston,1940,1
70224,Boston,1953,1
70225,Boston,1999,3
70226,Boston,1905,17
70228,Boston,1900,1
70229,Boston,1960,1
70231,Boston,1890,2
70232,Boston,1880,1
70233,Boston,1945,2
70234,Boston,1958,1
70235,Boston,1950,1
70236,Boston,1900,1
70237,Boston,1960,1
70238,Boston,1905,3
70239,Boston,1940,1
70240,Boston,1902,2
70241,Boston,1910,2
70242,Boston,1999,7
70243,Boston,1950,1
70244,Boston,1900,1
70245,Boston,1905,2
70246,Boston,1905,1
70247,Boston,1920,2
70248,Boston,1928,1
70251,Boston,1900,3
70252,Boston,1935,1
70253,Boston,1905,3
70254,Boston,1940,1
70255,Boston,1928,1
70256,Boston,1920,1
70257,Boston,1950,1
70258,Boston,1910,6
70259,Boston,1935,2
70260,Boston,1959,1
70261,Boston,1890,1
70262,Boston,1956,1
70263,Boston,1950,2
70264,Boston,1945,2
70265,Boston,1915,1
70266,Boston,1916,2
70267,Boston,1950,1
70268,Boston,1920,2
70269,Boston,1925,1
70270,Boston,1910,1
70271,Boston,1904,1
70272,Boston,1935,3
70273,Boston,1880,5
70274,Boston,1900,5
70275,Boston,1910,1
70276,Boston,1925,1
70277,Boston,1865,1
70278,Boston,1899,1
70279,Boston,1905,1
70280,Boston,1935,1
70281,Boston,1896,1
70282,Boston,1900,1
70283,Boston,1876,1
70285,Boston,1965,1
70286,Boston,1930,1
70287,Boston,1935,1
70288,Boston,1910,11
70289,Boston,1948,1
70290,Boston,1938,1
70291,Boston,1915,2
70294,Boston,1890,2
70295,Boston,1900,2
70296,Boston,1920,4
70297,Boston,1910,1
70298,Boston,1920,3
70299,Boston,1900,2
70300,Boston,1950,1
70301,Boston,1941,1
70302,Boston,1900,2
70303,Boston,1900,2
70304,Boston,1890,1
70305,Boston,1925,2
70306,Boston,1900,3
70307,Boston,1900,1
70308,Boston,1875,2
70309,Boston,1940,1
70310,Boston,1890,3
70312,Boston,1880,3
70313,Boston,1935,1
70315,Boston,1910,1
70316,Boston,1940,1
70317,Boston,1930,1
70318,Boston,1950,1
70319,Boston,1915,1
70320,Boston,1910,2
70321,Boston,1905,11
70322,Boston,1880,1
70323,Boston,1888,2
70324,Boston,2003,1
70325,Boston,1940,2
70326,Boston,1935,1
70327,Boston,1900,1
70329,Boston,1952,1
70331,Boston,1890,1
70332,Boston,1890,3
70333,Boston,1910,2
70334,Boston,1935,1
70336,Boston,1920,7
70337,Boston,1920,1
70338,Boston,2003,2
70339,Boston,1890,2
70340,Boston,2011,2
70341,Boston,1900,5
70343,Boston,1900,3
70344,Boston,1900,1
70345,Boston,1890,1
70346,Boston,1930,12
70347,Boston,1885,1
70348,Boston,1900,3
70349,Boston,1920,1
70350,Boston,1960,1
70351,Boston,1999,7
70352,Boston,1900,3
70353,Boston,1910,1
70354,Boston,1970,1
70355,Boston,1900,3
70356,Boston,1965,1
70357,Boston,1904,1
70358,Boston,1925,1
70359,Boston,1920,1
70360,Boston,1900,1
70361,Boston,1966,1
70362,Boston,1955,1
70363,Boston,1920,3
70364,Boston,1905,3
70365,Boston,1999,8
70366,Boston,1905,1
70367,Boston,1920,1
70368,Boston,1880,2
70369,Boston,1910,3
70370,Boston,1944,1
70373,Boston,1890,1
70377,Boston,1920,3
70378,Boston,1910,2
70379,Boston,1925,2
70380,Boston,1955,1
70382,Boston,1925,1
70383,Boston,1994,3
70385,Boston,1890,3
70387,Boston,1900,2
70388,Boston,1910,2
70389,Boston,1905,10
70390,Boston,1935,1
70391,Boston,1900,1
70392,Boston,1920,1
70393,Boston,1950,1
70394,Boston,1900,1
70396,Boston,1956,1
70397,Boston,1925,1
70400,Boston,1920,1
70401,Boston,1900,3
70402,Boston,1905,3
70404,Boston,1905,3
70405,Boston,1910,4
70407,Boston,1920,2
70408,Boston,1920,1
70409,Boston,1930,1
70410,Boston,1935,1
70412,Boston,1950,1
70413,Boston,1905,3
70414,Boston,1950,1
70415,Boston,1950,1
70417,Boston,1930,4
70418,Boston,1910,1
70419,Boston,1923,1
70420,Boston,1899,1
70421,Boston,1945,2
70422,Boston,1920,1
70423,Boston,2003,7
70424,Boston,1915,12
70425,Boston,1935,1
70426,Boston,1935,1
70427,Boston,1935,2
70429,Boston,1999,3
70430,Boston,1900,1
70432,Boston,1930,1
70433,Boston,1935,1
70434,Boston,1985,2
70435,Boston,1930,1
70436,Boston,1900,2
70437,Boston,1910,1
70438,Boston,1900,1
70439,Boston,1930,1
70440,Boston,1925,2
70441,Boston,1935,2
70442,Boston,1920,3
70443,Boston,1870,1
70444,Boston,1905,3
70445,Boston,1890,1
70446,Boston,1918,1
70447,Boston,1898,1
70449,Boston,1915,1
70451,Boston,1905,3
70453,Boston,1900,3
70454,Boston,1905,3
70455,Boston,1900,3
70456,Boston,1925,3
70457,Boston,1890,3
70458,Boston,1900,2
70459,Boston,1900,2
70460,Boston,1899,1
70461,Boston,1880,3
70462,Boston,1950,1
70463,Boston,1999,1
70464,Boston,1895,1
70465,Boston,1900,1
70466,Boston,1955,1
70467,Boston,1885,2
70468,Boston,1900,4
70469,Boston,1956,1
70470,Boston,1905,5
70471,Boston,1930,1
70472,Boston,1920,2
70473,Boston,1900,1
70475,Boston,1900,2
70477,Boston,1925,3
70478,Boston,1920,3
70479,Boston,1965,1
70480,Boston,1900,3
70481,Boston,1890,1
70482,Boston,1905,3
70483,Boston,1960,12
70484,Boston,1920,3
70485,Boston,1905,2
70486,Boston,1927,1
70487,Boston,1920,1
70488,Boston,1930,1
70489,Boston,1905,3
70490,Boston,1940,1
70491,Boston,1921,1
70492,Boston,1905,6
70495,Boston,1900,2
70497,Boston,1950,1
70498,Boston,1950,2
70499,Boston,1910,1
70500,Boston,1880,1
70501,Boston,1926,2
70503,Boston,1955,1
70505,Boston,1900,1
70506,Boston,1900,3
70508,Boston,1900,3
70509,Boston,1886,1
70510,Boston,1900,5
70511,Boston,1890,3
70512,Boston,1935,1
70513,Boston,1905,3
70514,Boston,1900,1
70515,Boston,1905,5
70516,Boston,1942,1
70517,Boston,1920,1
70518,Boston,1905,3
70519,Boston,1876,1
70520,Boston,1890,1
70521,Boston,1880,2
70522,Boston,1920,2
70523,Boston,1931,3
70527,Boston,1900,1
70530,Boston,1899,1
70532,Boston,1920,2
70533,Boston,1920,1
70534,Boston,1910,2
70535,Boston,1980,2
70536,Boston,1900,2
70537,Boston,2004,1
70538,Boston,1930,3
70539,Boston,1999,9
70540,Boston,1912,1
70541,Boston,1929,3
70544,Boston,1905,5
70545,Boston,1996,1
70547,Boston,1937,1
70548,Boston,1928,1
70549,Boston,1910,4
70550,Boston,1900,3
70552,Boston,1960,2
70553,Boston,1967,1
70554,Boston,1925,2
70555,Boston,1900,3
70556,Boston,1899,1
70557,Boston,1910,2
70558,Boston,1950,1
70559,Boston,1960,1
70560,Boston,1938,1
70561,Boston,1915,2
70562,Boston,1924,1
70563,Boston,2003,1
70564,Boston,1920,2
70565,Boston,1958,1
70566,Boston,2008,6
70567,Boston,1960,1
70568,Boston,1963,1
70569,Boston,1905,5
70570,Boston,1890,1
70571,Boston,1900,3
70572,Boston,1890,1
70573,Boston,1920,6
70574,Boston,1888,1
70575,Boston,1900,1
70576,Boston,1960,1
70578,Boston,1930,1
70579,Boston,1925,1
70580,Boston,2000,1
70581,Boston,1910,3
70583,Boston,1905,2
70584,Boston,1920,7
70586,Boston,1885,1
70587,Boston,1924,1
70588,Boston,1931,1
70589,Boston,1955,1
70590,Boston,1899,12
70591,Boston,1959,1
70593,Boston,1900,3
70594,Boston,1953,1
70596,Boston,1955,1
70597,Boston,1999,5
70598,Boston,1890,3
70600,Boston,1935,2
70601,Boston,1900,3
70602,Boston,1905,3
70603,Boston,1905,2
70604,Boston,1909,1
70605,Boston,1860,2
70606,Boston,1950,1
70607,Boston,1880,1
70608,Boston,1920,5
70609,Boston,1890,1
70610,Boston,1905,3
70611,Boston,1905,5
70614,Boston,1890,2
70615,Boston,1899,7
70616,Boston,1918,2
70617,Boston,1880,1
70618,Boston,1905,2
70619,Boston,1860,1
70621,Boston,1950,1
70622,Boston,1905,1
70623,Boston,1900,1
70625,Boston,1999,19
70626,Boston,1899,24
70627,Boston,1930,1
70628,Boston,1927,2
70629,Boston,1960,2
70630,Boston,1954,1
70631,Boston,1990,1
70632,Boston,1900,1
70633,Boston,1950,2
70634,Boston,1940,1
70635,Boston,1950,1
70637,Boston,1900,2
70638,Boston,2003,2
70640,Boston,1925,3
70642,Boston,1928,2
70643,Boston,1910,2
70645,Boston,1899,3
70646,Boston,1900,2
70649,Boston,1905,3
70650,Boston,1899,11
70651,Boston,1920,2
70652,Boston,1960,1
70653,Boston,1940,1
70654,Boston,1900,1
70655,Boston,1905,5
70657,Boston,1905,5
70658,Boston,1955,1
70659,Boston,1925,2
70661,Boston,2001,3
70662,Boston,1885,1
70663,Boston,1884,1
70664,Boston,1925,1
70665,Boston,1910,2
70666,Boston,1890,1
70668,Boston,1932,1
70669,Boston,1899,1
70670,Boston,1945,2
70671,Boston,1957,1
70672,Boston,1910,2
70673,Boston,1900,3
70674,Boston,2003,1
70675,Boston,1920,1
70676,Boston,1959,1
70677,Boston,1900,2
70678,Boston,1979,1
70679,Boston,1910,2
70680,Boston,1934,1
70681,Boston,1920,1
70682,Boston,1900,2
70683,Boston,1945,1
70684,Boston,1920,3
70685,Boston,1905,3
70686,Boston,1920,8
70687,Boston,1950,2
70688,Boston,1914,1
70689,Boston,1915,1
70690,Boston,1940,1
70691,Boston,1920,2
70692,Boston,1999,21
70693,Boston,1905,5
70694,Boston,1900,3
70695,Boston,1959,1
70696,Boston,1900,1
70697,Boston,1900,2
70698,Boston,1905,3
70699,Boston,1920,1
70700,Boston,1910,7
70702,Boston,1899,1
70706,Boston,1810,2
70707,Boston,1910,2
70708,Boston,1900,2
70709,Boston,1900,2
70711,Boston,1900,1
70712,Boston,1905,3
70713,Boston,1910,1
70714,Boston,1920,1
70715,Boston,1950,1
70716,Boston,1899,6
70717,Boston,1900,2
70718,Boston,1930,1
70719,Boston,1994,1
70721,Boston,1890,1
70723,Boston,1900,3
70724,Boston,1910,1
70725,Boston,1960,1
70726,Boston,1900,1
70727,Boston,1885,1
70728,Boston,1989,1
70730,Boston,1905,3
70731,Boston,1899,10
70732,Boston,1897,1
70733,Boston,1900,3
70734,Boston,1900,5
70736,Boston,1890,1
70737,Boston,1900,1
70738,Boston,1905,2
70739,Boston,1899,13
70740,Boston,1920,2
70741,Boston,1932,1
70742,Boston,1920,2
70743,Boston,1900,2
70744,Boston,1910,3
70745,Boston,1920,3
70746,Boston,1954,1
70747,Boston,1920,1
70748,Boston,1920,1
70751,Boston,1900,7
70752,Boston,1940,1
70753,Boston,1961,1
70754,Boston,1899,1
70755,Boston,1896,1
70756,Boston,1885,2
70758,Boston,2020,2
70759,Boston,1970,43
70760,Boston,1900,4
70761,Boston,1924,1
70762,Boston,1905,3
70763,Boston,1900,3
70764,Boston,1999,7
70765,Boston,1956,1
70766,Boston,1950,1
70767,Boston,1960,1
70768,Boston,1920,2
70769,Boston,1905,3
70771,Boston,1885,1
70772,Boston,1890,3
70773,Boston,1900,1
70774,Boston,1873,1
70775,Boston,1910,1
70776,Boston,1950,1
70777,Boston,1890,1
70778,Boston,1900,3
70779,Boston,1890,3
70780,Boston,1900,3
70781,Boston,1965,1
70783,Boston,1982,1
70784,Boston,1920,7
70786,Boston,1880,2
70787,Boston,1900,6
70788,Boston,1899,1
70789,Boston,1928,2
70790,Boston,1920,8
70792,Boston,1900,3
70793,Boston,1910,2
70794,Boston,1905,3
70795,Boston,1954,1
70796,Boston,1900,1
70797,Boston,1950,1
70798,Boston,1933,1
70799,Boston,1890,2
70800,Boston,1875,1
70801,Boston,1885,2
70802,Boston,1999,5
70803,Boston,1920,3
70804,Boston,1928,1
70805,Boston,1925,1
70806,Boston,1910,2
70807,Boston,1969,1
70808,Boston,1902,2
70809,Boston,1915,2
70810,Boston,1956,1
70811,Boston,1910,1
70812,Boston,1900,2
70813,Boston,1910,2
70814,Boston,1955,1
70815,Boston,1900,3
70816,Boston,1920,2
70817,Boston,1905,1
70818,Boston,1890,3
70819,Boston,1910,1
70820,Boston,1905,2
70821,Boston,1999,5
70822,Boston,1910,3
70823,Boston,1987,1
70825,Boston,1910,2
70826,Boston,1950,1
70827,Boston,1905,3
70828,Boston,1929,2
70829,Boston,1920,2
70832,Boston,1935,1
70833,Boston,1935,2
70835,Boston,1899,2
70837,Boston,1910,14
70839,Boston,1890,1
70840,Boston,1903,2
70841,Boston,1999,31
70842,Boston,2018,11
70843,Boston,1890,3
70846,Boston,1905,3
70847,Boston,1885,1
70848,Boston,1920,1
70849,Boston,1941,1
70850,Boston,1928,1
70852,Boston,1910,3
70853,Boston,1900,3
70854,Boston,1835,2
70855,Boston,1880,1
70856,Boston,1910,1
70857,Boston,1900,2
70858,Boston,1900,2
70859,Boston,1930,1
70860,Boston,2003,2
70861,Boston,1875,1
70862,Boston,1920,4
70863,Boston,1896,1
70864,Boston,1900,2
70865,Boston,1900,2
70867,Boston,1905,5
70868,Boston,1905,5
70869,Boston,1905,3
70870,Boston,1890,1
70872,Boston,1905,2
70873,Boston,1899,1
70875,Boston,1925,2
70876,Boston,2002,3
70877,Boston,1950,1
70878,Boston,1935,1
70879,Boston,1950,1
70880,Boston,1930,1
70882,Boston,1930,1
70883,Boston,1942,1
70884,Boston,1966,1
70885,Boston,1880,2
70886,Boston,1900,1
70888,Boston,1959,1
70889,Boston,1999,5
70891,Boston,1910,1
70892,Boston,1940,1
70893,Boston,1910,1
70895,Boston,1880,1
70896,Boston,1900,3
70897,Boston,1910,3
70898,Boston,1905,5
70899,Boston,1899,1
70900,Boston,1900,3
70901,Boston,1905,2
70902,Boston,1950,2
70903,Boston,1905,5
70906,Boston,1925,2
70907,Boston,1910,8
70908,Boston,1920,3
70909,Boston,1900,3
70910,Boston,1910,3
70911,Boston,1890,3
70912,Boston,1905,42
70914,Boston,1905,5
70917,Boston,1930,1
70918,Boston,1905,3
70919,Boston,1890,6
70920,Boston,1885,3
70922,Boston,1885,1
70923,Boston,1900,3
70924,Boston,1885,2
70925,Boston,1935,7
70928,Boston,1950,1
70929,Boston,1920,2
70930,Boston,1905,3
70931,Boston,1905,3
70933,Boston,1999,5
70934,Boston,1920,2
70935,Boston,1925,1
70936,Boston,1930,1
70937,Boston,1900,1
70938,Boston,1966,1
70939,Boston,1920,3
70940,Boston,1920,1
70941,Boston,1900,1
70942,Boston,2001,15
70943,Boston,1890,1
70944,Boston,1899,1
70946,Boston,1935,2
70947,Boston,1999,11
70948,Boston,1957,1
70949,Boston,1910,1
70950,Boston,1950,1
70951,Boston,1870,1
70953,Boston,1920,2
70955,Boston,1960,1
70956,Boston,1903,1
70958,Boston,1905,3
70959,Boston,1880,1
70960,Boston,1942,1
70962,Boston,1900,1
70963,Boston,1965,1
70964,Boston,1900,3
70965,Boston,1999,3
70966,Boston,1900,3
70967,Boston,1890,3
70969,Boston,1925,1
70970,Boston,1895,1
70971,Boston,1950,1
70972,Boston,1954,1
70973,Boston,1930,1
70974,Boston,1905,2
70975,Boston,1920,11
70977,Boston,1900,1
70978,Boston,1900,2
70979,Boston,1890,3
70980,Boston,1986,1
70982,Boston,1905,3
70983,Boston,1910,2
70984,Boston,1950,1
70986,Boston,1900,1
70987,Boston,1954,1
70988,Boston,1939,1
70989,Boston,1935,2
70990,Boston,1884,2
70991,Boston,1905,5
70992,Boston,1900,5
70993,Boston,1899,25
70995,Boston,1900,2
70996,Boston,1960,1
70998,Boston,1890,1
70999,Boston,1905,3
71000,Boston,1900,3
71001,Boston,1890,3
71002,Boston,1880,5
71003,Boston,1890,3
71004,Boston,1915,1
71005,Boston,1950,1
71006,Boston,2002,1
71007,Boston,1910,1
71008,Boston,1915,7
71009,Boston,1890,1
71010,Boston,1953,1
71012,Boston,1950,1
71013,Boston,1920,2
71014,Boston,1910,2
71015,Boston,1900,2
71016,Boston,1940,1
71017,Boston,1910,4
71018,Boston,1920,2
71019,Boston,1920,2
71021,Boston,1945,2
71022,Boston,1957,2
71023,Boston,1904,1
71024,Boston,1925,3
71025,Boston,1905,2
71026,Boston,1950,2
71028,Boston,1920,3
71029,Boston,1910,6
71030,Boston,1890,1
71031,Boston,1963,1
71032,Boston,1897,2
71033,Boston,1910,1
71034,Boston,1900,10
71035,Boston,1960,1
71036,Boston,1900,3
71037,Boston,1900,1
71038,Boston,1940,2
71039,Boston,1928,3
71042,Boston,1890,1
71043,Boston,1890,2
71044,Boston,1900,1
71046,Boston,1883,1
71047,Boston,1999,3
71048,Boston,1900,3
71049,Boston,1970,1
71050,Boston,1890,1
71051,Boston,1908,2
71052,Boston,1916,2
71054,Boston,1899,1
71055,Boston,1925,1
71056,Boston,1920,1
71057,Boston,1875,1
71058,Boston,2017,2
71059,Boston,1880,2
71061,Boston,1900,2
71062,Boston,1920,6
71063,Boston,1935,2
71064,Boston,1930,2
71065,Boston,1999,11
71066,Boston,1960,1
71067,Boston,1930,8
71068,Boston,1910,2
71071,Boston,1890,3
71073,Boston,1900,2
71074,Boston,1960,1
71075,Boston,1950,1
71076,Boston,1931,1
71077,Boston,1937,1
71078,Boston,1910,2
71079,Boston,1900,1
71080,Boston,1915,3
71081,Boston,1960,1
71082,Boston,1870,2
71083,Boston,1920,1
71084,Boston,1915,1
71086,Boston,1900,2
71087,Boston,1939,1
71088,Boston,1950,1
71089,Boston,1925,1
71090,Boston,1890,1
71091,Boston,1899,2
71092,Boston,1890,3
71094,Boston,1950,1
71095,Boston,1905,3
71096,Boston,1890,3
71097,Boston,1899,6
71098,Boston,1930,1
71099,Boston,1905,3
71100,Boston,1905,2
71101,Boston,1950,1
71102,Boston,1950,2
71103,Boston,1958,2
71104,Boston,1900,2
71105,Boston,1905,3
71106,Boston,1920,1
71107,Boston,1950,1
71108,Boston,1950,1
71109,Boston,1963,1
71111,Boston,1958,1
71112,Boston,1930,3
71113,Boston,1905,3
71114,Boston,1896,1
71115,Boston,2015,9
71116,Boston,1930,1
71117,Boston,1950,1
71118,Boston,1999,66
71119,Boston,1905,3
71120,Boston,1920,2
71122,Boston,1930,2
71123,Boston,1915,3
71124,Boston,1910,1
71125,Boston,1900,3
71126,Boston,1890,2
71127,Boston,1999,31
71128,Boston,1900,5
71129,Boston,1895,2
71130,Boston,2005,3
71131,Boston,1946,1
71132,Boston,1900,3
71133,Boston,1930,2
71134,Boston,1900,1
71135,Boston,1960,2
71136,Boston,1935,3
71137,Boston,1925,1
71138,Boston,1905,3
71139,Boston,1895,1
71142,Boston,1890,1
71143,Boston,1898,3
71144,Boston,1925,2
71145,Boston,1930,1
71146,Boston,1920,2
71147,Boston,1890,2
71148,Boston,1920,1
71149,Boston,1902,3
71150,Boston,1950,1
71151,Boston,1928,1
71152,Boston,1904,1
71153,Boston,1905,3
71154,Boston,1910,5
71156,Boston,1960,25
71157,Boston,1940,1
71158,Boston,1955,1
71159,Boston,2021,2
71160,Boston,1900,1
71161,Boston,1895,1
71162,Boston,1915,5
71163,Boston,1999,11
71164,Boston,1890,3
71165,Boston,1965,1
71166,Boston,1925,1
71167,Boston,1930,1
71168,Boston,1910,1
71169,Boston,1905,1
71170,Boston,1900,1
71171,Boston,1905,1
71172,Boston,1905,1
71173,Boston,1950,1
71174,Boston,1930,1
71175,Boston,1926,2
71176,Boston,1947,1
71177,Boston,1990,1
71178,Boston,1924,2
71179,Boston,1935,5
71180,Boston,1900,3
71181,Boston,1910,3
71182,Boston,1890,1
71183,Boston,1920,2
71185,Boston,1899,9
71186,Boston,1890,3
71187,Boston,1910,1
71188,Boston,1910,3
71189,Boston,1900,3
71190,Boston,1875,3
71191,Boston,1905,3
71192,Boston,1920,1
71193,Boston,1931,2
71194,Boston,1920,3
71195,Boston,1900,2
71196,Boston,1900,2
71197,Boston,1906,2
71198,Boston,1910,3
71199,Boston,1910,2
71200,Boston,1900,2
71201,Boston,1905,3
71202,Boston,1913,2
71203,Boston,1925,1
71204,Boston,1962,1
71205,Boston,1919,1
71207,Boston,1912,15
71209,Boston,1999,21
71210,Boston,1910,3
71211,Boston,1909,1
71212,Boston,1919,1
71213,Boston,1930,1
71214,Boston,1915,1
71215,Boston,1890,1
71216,Boston,1930,3
71217,Boston,1920,2
71221,Boston,2018,16
71222,Boston,1890,2
71223,Boston,1910,1
71224,Boston,1890,3
71226,Boston,1910,1
71227,Boston,1900,2
71228,Boston,1870,1
71230,Boston,1910,1
71231,Boston,1900,1
71232,Boston,1906,3
71234,Boston,1890,1
71235,Boston,1900,2
71236,Boston,1870,1
71237,Boston,1930,4
71238,Boston,1935,1
71239,Boston,1900,1
71240,Boston,1952,1
71241,Boston,1999,5
71242,Boston,1905,3
71243,Boston,1905,1
71244,Boston,1910,1
71245,Boston,1950,1
71246,Boston,1925,1
71248,Boston,1900,2
71249,Boston,1910,2
71250,Boston,1905,3
71251,Boston,1910,2
71252,Boston,1950,1
71254,Boston,1890,5
71255,Boston,1900,3
71256,Boston,1920,20
71257,Boston,1899,1
71258,Boston,1935,2
71259,Boston,1900,2
71260,Boston,1920,6
71262,Boston,1999,19
71263,Boston,1900,3
71264,Boston,1930,1
71265,Boston,1910,2
71266,Boston,1935,1
71268,Boston,1900,3
71269,Boston,1890,2
71270,Boston,1939,1
71273,Boston,1920,3
71274,Boston,1905,3
71275,Boston,1999,15
71276,Boston,1915,6
71277,Boston,1880,1
71278,Boston,1925,1
71279,Boston,1900,1
71280,Boston,1935,1
71281,Boston,1898,2
71282,Boston,1905,1
71283,Boston,1900,1
71284,Boston,1900,1
71285,Boston,1910,1
71286,Boston,1950,1
71287,Boston,1920,1
71288,Boston,1900,2
71289,Boston,1920,3
71290,Boston,1900,1
71291,Boston,1925,1
71292,Boston,1890,1
71294,Boston,1899,1
71296,Boston,1900,2
71297,Boston,1880,2
71298,Boston,2004,0
71299,Boston,1900,1
71300,Boston,1905,3
71301,Boston,1920,2
